Gender,Age,Ethnicity,Location,Income,,,,,,,,,
0,49,2,0,20000,,,,,,,,,
0,23,2,0,23000,,,,,,,,,
1,58,1,1,0,,,,,,,,,
1,19,0,1,7000,,,,,,,,,
0,22,0,1,7000,,,,,,,,,
1,33,3,0,12000,,,,,,,,,
1,16,3,0,0,,,,,,,,,
0,12,3,0,0,,,,,,,,,
1,10,3,0,0,,,,,,,,,
0,8,3,0,0,,,,,,,,,
1,85,0,1,0,,,,,,,,,
1,52,0,1,26000,,,,,,,,,
0,55,0,1,150000,,,,,,,,,
1,18,0,1,500,,,,,,,,,
1,13,0,1,0,,,,,,,,,
1,41,1,1,35000,,,,,,,,,
1,20,1,1,0,,,,,,,,,
1,15,1,1,0,,,,,,,,,
0,37,0,0,81000,,,,,,,,,
1,33,0,0,32000,,,,,,,,,
1,5,0,0,0,,,,,,,,,
1,2,0,0,0,,,,,,,,,
0,53,0,0,36000,,,,,,,,,
1,50,0,0,65000,,,,,,,,,
0,45,0,1,42002,,,,,,,,,
1,79,0,1,11800,,,,,,,,,
0,85,0,1,50000,,,,,,,,,
0,35,0,1,82000,,,,,,,,,
1,38,0,1,70000,,,,,,,,,
1,4,0,1,0,,,,,,,,,
1,20,0,1,32000,,,,,,,,,
1,67,1,1,9120,,,,,,,,,
0,70,1,1,11700,,,,,,,,,
1,44,0,0,11000,,,,,,,,,
0,73,0,0,36000,,,,,,,,,
0,14,0,0,0,,,,,,,,,
0,21,0,0,4000,,,,,,,,,
0,69,0,0,0,,,,,,,,,
1,73,0,0,0,,,,,,,,,
1,27,0,0,0,,,,,,,,,
0,6,0,0,0,,,,,,,,,
1,32,0,0,19000,,,,,,,,,
0,37,0,0,35000,,,,,,,,,
1,9,0,0,0,,,,,,,,,
0,11,0,0,0,,,,,,,,,
1,32,0,1,38000,,,,,,,,,
0,24,0,1,27000,,,,,,,,,
1,85,0,0,6000,,,,,,,,,
0,21,0,0,85000,,,,,,,,,
1,7,0,0,0,,,,,,,,,
0,8,0,0,0,,,,,,,,,
0,25,3,1,75000,,,,,,,,,
0,85,1,1,0,,,,,,,,,
1,30,5,0,9500,,,,,,,,,
0,5,5,0,0,,,,,,,,,
1,58,1,1,14400,,,,,,,,,
0,31,0,1,65000,,,,,,,,,
1,29,0,1,92000,,,,,,,,,
0,74,0,0,26000,,,,,,,,,
1,59,0,0,125000,,,,,,,,,
1,65,0,1,0,,,,,,,,,
1,45,1,1,57000,,,,,,,,,
1,15,1,1,0,,,,,,,,,
1,62,0,1,0,,,,,,,,,
0,61,0,1,28000,,,,,,,,,
0,45,3,0,90000,,,,,,,,,
1,44,3,0,0,,,,,,,,,
0,22,3,0,0,,,,,,,,,
1,47,0,1,6000,,,,,,,,,
0,54,0,1,60000,,,,,,,,,
1,26,0,1,0,,,,,,,,,
0,19,0,1,7000,,,,,,,,,
1,34,0,1,2400,,,,,,,,,
0,37,0,1,130000,,,,,,,,,
0,5,0,1,0,,,,,,,,,
0,9,0,1,0,,,,,,,,,
1,85,1,1,16120,,,,,,,,,
1,61,0,1,0,,,,,,,,,
0,57,0,1,100000,,,,,,,,,
0,20,0,1,0,,,,,,,,,
0,22,0,1,8000,,,,,,,,,
1,64,0,1,0,,,,,,,,,
0,65,0,1,155000,,,,,,,,,
0,80,0,1,0,,,,,,,,,
1,80,0,1,0,,,,,,,,,
1,57,0,1,40000,,,,,,,,,
1,42,0,1,44000,,,,,,,,,
0,44,0,1,120500,,,,,,,,,
1,13,0,1,0,,,,,,,,,
0,8,0,1,0,,,,,,,,,
1,77,1,1,0,,,,,,,,,
0,53,1,1,0,,,,,,,,,
0,25,1,1,13069,,,,,,,,,
0,3,1,1,0,,,,,,,,,
1,20,0,1,28200,,,,,,,,,
1,7,0,1,0,,,,,,,,,
1,6,0,1,0,,,,,,,,,
0,2,0,1,0,,,,,,,,,
0,36,1,1,17000,,,,,,,,,
1,34,0,1,0,,,,,,,,,
1,13,0,1,0,,,,,,,,,
1,4,0,1,0,,,,,,,,,
0,1,0,1,0,,,,,,,,,
0,72,0,0,0,,,,,,,,,
1,71,0,0,0,,,,,,,,,
0,30,0,1,45000,,,,,,,,,
0,8,5,1,0,,,,,,,,,
0,74,1,1,0,,,,,,,,,
0,40,0,1,150000,,,,,,,,,
1,35,0,1,0,,,,,,,,,
1,11,0,1,0,,,,,,,,,
0,7,0,1,0,,,,,,,,,
1,4,0,1,0,,,,,,,,,
1,52,1,0,0,,,,,,,,,
0,56,1,0,52,,,,,,,,,
1,65,0,1,15360,,,,,,,,,
0,60,0,1,23042,,,,,,,,,
1,38,1,0,0,,,,,,,,,
1,54,1,0,0,,,,,,,,,
0,17,1,0,0,,,,,,,,,
0,68,0,0,0,,,,,,,,,
1,73,3,0,0,,,,,,,,,
0,47,0,1,46800,,,,,,,,,
1,46,0,1,0,,,,,,,,,
0,6,0,1,0,,,,,,,,,
0,7,0,1,0,,,,,,,,,
0,36,0,1,0,,,,,,,,,
1,39,0,1,0,,,,,,,,,
1,41,1,1,55000,,,,,,,,,
0,18,1,1,0,,,,,,,,,
1,16,1,1,0,,,,,,,,,
0,69,1,0,24000,,,,,,,,,
0,42,1,1,42000,,,,,,,,,
0,2,1,1,0,,,,,,,,,
0,3,1,1,0,,,,,,,,,
0,15,1,1,1200,,,,,,,,,
0,9,1,1,0,,,,,,,,,
1,10,1,1,0,,,,,,,,,
1,42,1,1,13000,,,,,,,,,
0,19,1,1,0,,,,,,,,,
1,22,1,1,0,,,,,,,,,
0,23,1,1,0,,,,,,,,,
0,85,0,1,0,,,,,,,,,
1,85,0,1,0,,,,,,,,,
0,33,3,0,70000,,,,,,,,,
1,47,0,0,90000,,,,,,,,,
1,77,0,0,0,,,,,,,,,
1,40,1,1,8000,,,,,,,,,
0,41,1,1,90000,,,,,,,,,
0,18,1,1,0,,,,,,,,,
1,15,1,1,0,,,,,,,,,
1,9,1,1,0,,,,,,,,,
0,78,1,1,0,,,,,,,,,
1,52,0,1,0,,,,,,,,,
0,45,0,1,0,,,,,,,,,
1,9,0,1,0,,,,,,,,,
1,53,0,1,10000,,,,,,,,,
0,58,0,1,135000,,,,,,,,,
1,17,0,1,0,,,,,,,,,
0,21,0,1,0,,,,,,,,,
1,74,0,1,0,,,,,,,,,
1,41,0,1,0,,,,,,,,,
0,50,0,1,75000,,,,,,,,,
1,18,0,1,0,,,,,,,,,
1,68,0,1,0,,,,,,,,,
1,31,3,0,10500,,,,,,,,,
0,4,3,0,0,,,,,,,,,
0,2,3,0,0,,,,,,,,,
0,53,0,1,29000,,,,,,,,,
1,52,0,1,45000,,,,,,,,,
1,56,0,1,0,,,,,,,,,
0,58,0,1,90000,,,,,,,,,
1,23,0,1,55000,,,,,,,,,
1,24,0,1,56000,,,,,,,,,
1,59,1,1,55000,,,,,,,,,
0,53,1,1,51000,,,,,,,,,
1,50,1,1,11146,,,,,,,,,
0,29,1,1,60000,,,,,,,,,
0,18,1,1,12255,,,,,,,,,
1,18,1,1,1200,,,,,,,,,
1,31,1,1,1500,,,,,,,,,
0,8,1,1,0,,,,,,,,,
0,27,1,1,52000,,,,,,,,,
0,73,0,1,0,,,,,,,,,
1,69,0,1,0,,,,,,,,,
1,40,0,0,0,,,,,,,,,
0,37,0,0,0,,,,,,,,,
0,74,0,1,0,,,,,,,,,
1,62,2,1,0,,,,,,,,,
0,63,0,1,0,,,,,,,,,
1,60,0,1,0,,,,,,,,,
0,50,0,1,128000,,,,,,,,,
1,47,0,1,40000,,,,,,,,,
1,43,1,0,37000,,,,,,,,,
0,17,1,0,0,,,,,,,,,
1,32,1,1,0,,,,,,,,,
0,5,1,1,0,,,,,,,,,
1,71,1,1,0,,,,,,,,,
1,70,1,0,0,,,,,,,,,
1,37,0,1,27000,,,,,,,,,
0,40,0,1,51000,,,,,,,,,
1,9,0,1,0,,,,,,,,,
0,6,0,1,0,,,,,,,,,
1,70,0,1,0,,,,,,,,,
0,71,0,1,0,,,,,,,,,
1,72,0,0,0,,,,,,,,,
0,44,0,1,300000,,,,,,,,,
1,41,0,1,300000,,,,,,,,,
0,11,0,1,0,,,,,,,,,
1,7,0,1,0,,,,,,,,,
1,5,0,1,0,,,,,,,,,
1,80,0,1,0,,,,,,,,,
0,41,0,0,0,,,,,,,,,
1,41,0,0,8500,,,,,,,,,
0,18,0,0,0,,,,,,,,,
0,16,0,0,0,,,,,,,,,
0,12,0,0,0,,,,,,,,,
1,74,0,0,0,,,,,,,,,
1,34,3,0,450,,,,,,,,,
1,32,0,0,24001,,,,,,,,,
1,5,3,0,0,,,,,,,,,
0,14,1,0,0,,,,,,,,,
0,4,3,0,0,,,,,,,,,
1,76,0,1,0,,,,,,,,,
0,65,0,0,46000,,,,,,,,,
1,66,5,0,0,,,,,,,,,
1,66,1,0,0,,,,,,,,,
0,58,0,0,0,,,,,,,,,
1,60,0,0,104832,,,,,,,,,
0,3,0,0,0,,,,,,,,,
0,24,0,0,7700,,,,,,,,,
1,13,0,0,0,,,,,,,,,
1,34,0,0,29000,,,,,,,,,
0,28,0,1,46000,,,,,,,,,
0,70,0,0,0,,,,,,,,,
1,34,1,1,37000,,,,,,,,,
1,10,1,1,0,,,,,,,,,
0,24,1,1,0,,,,,,,,,
0,1,1,1,0,,,,,,,,,
0,2,1,1,0,,,,,,,,,
1,61,1,1,0,,,,,,,,,
0,65,1,1,0,,,,,,,,,
0,61,1,1,0,,,,,,,,,
1,41,0,1,0,,,,,,,,,
0,7,0,1,0,,,,,,,,,
1,22,0,0,8000,,,,,,,,,
0,35,0,0,132000,,,,,,,,,
0,0,0,0,0,,,,,,,,,
0,58,0,0,10000,,,,,,,,,
1,58,0,0,0,,,,,,,,,
0,35,0,0,33280,,,,,,,,,
1,27,0,0,45000,,,,,,,,,
1,49,1,1,102002,,,,,,,,,
1,37,0,1,53000,,,,,,,,,
0,37,0,1,25000,,,,,,,,,
1,16,0,1,0,,,,,,,,,
0,5,0,1,0,,,,,,,,,
0,56,0,1,0,,,,,,,,,
1,52,0,1,0,,,,,,,,,
0,10,0,1,0,,,,,,,,,
0,28,0,0,23400,,,,,,,,,
1,27,0,0,0,,,,,,,,,
0,9,0,0,0,,,,,,,,,
0,4,0,0,0,,,,,,,,,
0,1,0,0,0,,,,,,,,,
0,80,0,1,0,,,,,,,,,
1,76,0,1,0,,,,,,,,,
1,53,1,1,4000,,,,,,,,,
1,53,0,1,0,,,,,,,,,
0,50,0,1,156000,,,,,,,,,
1,20,0,1,0,,,,,,,,,
1,16,0,1,0,,,,,,,,,
1,67,0,0,0,,,,,,,,,
0,42,0,1,65000,,,,,,,,,
1,41,0,1,36000,,,,,,,,,
0,1,0,1,0,,,,,,,,,
0,28,1,0,30000,,,,,,,,,
1,64,1,1,0,,,,,,,,,
0,37,0,0,230000,,,,,,,,,
1,33,0,0,0,,,,,,,,,
1,11,0,0,0,,,,,,,,,
0,9,0,0,0,,,,,,,,,
1,7,0,0,0,,,,,,,,,
1,4,0,0,0,,,,,,,,,
1,24,3,0,16000,,,,,,,,,
0,27,3,0,30000,,,,,,,,,
0,52,3,0,21400,,,,,,,,,
0,1,3,0,0,,,,,,,,,
0,59,0,1,26000,,,,,,,,,
1,60,1,1,0,,,,,,,,,
1,48,0,0,0,,,,,,,,,
1,28,0,0,26000,,,,,,,,,
1,32,1,1,5280,,,,,,,,,
1,80,0,0,0,,,,,,,,,
0,52,1,0,26000,,,,,,,,,
1,54,1,0,85000,,,,,,,,,
0,85,0,1,0,,,,,,,,,
1,79,0,1,0,,,,,,,,,
1,50,1,1,0,,,,,,,,,
0,40,0,0,0,,,,,,,,,
1,35,2,0,55000,,,,,,,,,
1,75,0,0,0,,,,,,,,,
0,37,1,1,220000,,,,,,,,,
0,38,1,1,40000,,,,,,,,,
0,15,1,1,0,,,,,,,,,
1,42,0,0,0,,,,,,,,,
0,44,0,0,13000,,,,,,,,,
1,13,0,0,0,,,,,,,,,
1,10,0,0,0,,,,,,,,,
1,71,0,1,0,,,,,,,,,
0,68,0,1,0,,,,,,,,,
0,43,0,1,35000,,,,,,,,,
1,32,0,1,80000,,,,,,,,,
1,41,0,1,0,,,,,,,,,
1,10,0,1,0,,,,,,,,,
0,30,0,1,59000,,,,,,,,,
1,29,0,1,35000,,,,,,,,,
1,0,0,1,0,,,,,,,,,
0,41,0,1,60000,,,,,,,,,
1,49,0,1,0,,,,,,,,,
1,60,0,1,0,,,,,,,,,
1,60,0,1,0,,,,,,,,,
1,60,0,1,0,,,,,,,,,
0,60,0,1,0,,,,,,,,,
1,33,1,1,15000,,,,,,,,,
0,63,1,1,67000,,,,,,,,,
1,64,2,1,0,,,,,,,,,
0,34,1,1,40000,,,,,,,,,
0,40,0,0,75000,,,,,,,,,
1,40,0,0,11900,,,,,,,,,
1,17,0,0,4420,,,,,,,,,
1,8,0,0,0,,,,,,,,,
1,8,0,0,0,,,,,,,,,
1,70,0,1,0,,,,,,,,,
0,71,0,1,350000,,,,,,,,,
1,26,0,1,16800,,,,,,,,,
0,4,0,1,0,,,,,,,,,
0,50,0,1,45000,,,,,,,,,
1,52,0,1,17000,,,,,,,,,
0,78,1,0,0,,,,,,,,,
0,62,1,1,0,,,,,,,,,
1,20,1,1,1500,,,,,,,,,
1,51,1,1,15000,,,,,,,,,
1,85,0,0,0,,,,,,,,,
0,25,0,1,500,,,,,,,,,
1,23,0,1,68000,,,,,,,,,
1,51,0,0,0,,,,,,,,,
1,11,0,0,0,,,,,,,,,
1,54,1,1,0,,,,,,,,,
0,33,0,0,65000,,,,,,,,,
1,48,0,0,0,,,,,,,,,
1,13,0,0,0,,,,,,,,,
1,7,0,0,0,,,,,,,,,
0,70,0,1,0,,,,,,,,,
1,49,0,1,0,,,,,,,,,
0,60,0,1,40000,,,,,,,,,
0,67,0,1,0,,,,,,,,,
1,62,1,1,0,,,,,,,,,
0,68,1,1,0,,,,,,,,,
1,85,0,1,0,,,,,,,,,
0,40,1,1,0,,,,,,,,,
1,39,1,1,0,,,,,,,,,
0,10,1,1,0,,,,,,,,,
0,68,1,1,0,,,,,,,,,
1,59,1,1,55002,,,,,,,,,
0,58,1,1,0,,,,,,,,,
0,28,1,1,0,,,,,,,,,
1,66,1,0,25000,,,,,,,,,
1,47,1,0,12000,,,,,,,,,
0,15,1,0,0,,,,,,,,,
0,9,1,0,0,,,,,,,,,
0,14,1,0,0,,,,,,,,,
0,53,0,0,73000,,,,,,,,,
1,49,0,0,48000,,,,,,,,,
0,19,0,0,0,,,,,,,,,
1,58,1,1,0,,,,,,,,,
0,39,1,1,40000,,,,,,,,,
1,36,0,1,0,,,,,,,,,
0,39,0,1,136000,,,,,,,,,
0,6,0,1,0,,,,,,,,,
0,4,0,1,0,,,,,,,,,
0,34,1,1,2,,,,,,,,,
0,5,1,1,0,,,,,,,,,
0,9,1,1,0,,,,,,,,,
1,30,1,1,40002,,,,,,,,,
0,71,1,1,0,,,,,,,,,
0,41,1,1,39000,,,,,,,,,
1,37,1,1,30000,,,,,,,,,
0,16,1,1,0,,,,,,,,,
0,19,1,1,20000,,,,,,,,,
1,45,4,0,0,,,,,,,,,
1,21,4,0,18000,,,,,,,,,
0,13,4,0,0,,,,,,,,,
0,34,0,0,32000,,,,,,,,,
0,59,0,1,10000,,,,,,,,,
0,12,0,1,0,,,,,,,,,
0,41,1,1,23000,,,,,,,,,
1,37,1,1,0,,,,,,,,,
1,26,1,1,25000,,,,,,,,,
0,51,0,1,76000,,,,,,,,,
1,52,0,1,82000,,,,,,,,,
0,16,0,1,0,,,,,,,,,
1,32,1,1,0,,,,,,,,,
0,20,1,1,0,,,,,,,,,
0,16,1,1,0,,,,,,,,,
1,56,1,1,0,,,,,,,,,
0,76,1,1,0,,,,,,,,,
1,45,1,1,45000,,,,,,,,,
0,24,1,1,0,,,,,,,,,
1,25,0,1,30000,,,,,,,,,
0,22,3,1,20000,,,,,,,,,
0,5,3,1,0,,,,,,,,,
0,2,3,1,0,,,,,,,,,
0,45,0,1,13000,,,,,,,,,
1,80,0,1,0,,,,,,,,,
1,64,0,0,0,,,,,,,,,
1,55,4,0,45500,,,,,,,,,
1,33,5,0,27008,,,,,,,,,
0,47,0,0,155000,,,,,,,,,
0,6,5,0,0,,,,,,,,,
0,8,5,0,0,,,,,,,,,
1,4,5,0,0,,,,,,,,,
1,38,1,1,50000,,,,,,,,,
0,30,1,1,50000,,,,,,,,,
0,49,0,1,100000,,,,,,,,,
1,50,0,1,0,,,,,,,,,
1,25,0,1,36000,,,,,,,,,
1,20,0,1,1200,,,,,,,,,
0,19,0,1,10000,,,,,,,,,
0,18,0,1,4000,,,,,,,,,
0,16,0,1,2500,,,,,,,,,
0,14,0,1,0,,,,,,,,,
1,13,0,1,0,,,,,,,,,
0,11,0,1,0,,,,,,,,,
1,85,0,0,0,,,,,,,,,
0,77,0,1,0,,,,,,,,,
1,77,0,1,0,,,,,,,,,
1,49,1,1,0,,,,,,,,,
1,77,0,0,0,,,,,,,,,
0,77,0,0,0,,,,,,,,,
0,17,0,0,0,,,,,,,,,
1,85,0,0,0,,,,,,,,,
0,85,0,0,0,,,,,,,,,
1,46,0,1,275000,,,,,,,,,
0,62,0,1,55000,,,,,,,,,
1,16,0,1,0,,,,,,,,,
1,85,0,1,0,,,,,,,,,
0,30,0,0,186000,,,,,,,,,
1,30,0,0,0,,,,,,,,,
1,6,0,0,0,,,,,,,,,
0,6,0,0,0,,,,,,,,,
1,4,0,0,0,,,,,,,,,
1,2,0,0,0,,,,,,,,,
0,33,0,1,10638,,,,,,,,,
1,30,0,1,38000,,,,,,,,,
0,4,0,1,0,,,,,,,,,
1,85,0,0,0,,,,,,,,,
1,63,1,1,0,,,,,,,,,
1,40,0,1,0,,,,,,,,,
0,42,0,1,320000,,,,,,,,,
1,11,0,1,0,,,,,,,,,
0,8,0,1,0,,,,,,,,,
1,73,0,0,0,,,,,,,,,
1,41,0,0,60000,,,,,,,,,
0,41,0,0,35000,,,,,,,,,
1,11,0,0,0,,,,,,,,,
1,78,0,1,20000,,,,,,,,,
0,29,0,1,35000,,,,,,,,,
1,40,0,0,0,,,,,,,,,
0,25,3,1,39600,,,,,,,,,
1,27,3,1,27001,,,,,,,,,
0,2,3,1,0,,,,,,,,,
1,3,3,1,0,,,,,,,,,
1,59,0,1,23000,,,,,,,,,
0,64,0,1,117000,,,,,,,,,
1,32,0,1,50000,,,,,,,,,
1,47,0,1,70000,,,,,,,,,
0,41,0,1,300000,,,,,,,,,
0,39,1,1,19900,,,,,,,,,
1,54,1,1,0,,,,,,,,,
0,32,1,1,0,,,,,,,,,
0,47,0,0,54896,,,,,,,,,
1,49,0,0,1566,,,,,,,,,
1,11,0,0,0,,,,,,,,,
1,75,1,1,0,,,,,,,,,
0,77,1,1,0,,,,,,,,,
1,31,1,1,0,,,,,,,,,
1,13,1,1,0,,,,,,,,,
0,10,1,1,0,,,,,,,,,
0,32,1,0,60000,,,,,,,,,
0,41,0,0,10756,,,,,,,,,
1,38,0,0,0,,,,,,,,,
1,10,0,0,0,,,,,,,,,
0,31,0,0,58000,,,,,,,,,
0,39,2,1,10000,,,,,,,,,
0,41,2,1,84000,,,,,,,,,
1,59,1,1,0,,,,,,,,,
0,33,1,1,30000,,,,,,,,,
0,18,0,0,22737,,,,,,,,,
1,48,0,0,18058,,,,,,,,,
0,47,0,0,0,,,,,,,,,
1,18,0,0,2700,,,,,,,,,
1,34,0,0,24000,,,,,,,,,
0,50,0,0,60000,,,,,,,,,
1,10,0,0,0,,,,,,,,,
1,7,0,0,0,,,,,,,,,
1,44,0,1,0,,,,,,,,,
0,41,0,1,86000,,,,,,,,,
0,13,0,1,0,,,,,,,,,
0,11,0,1,0,,,,,,,,,
0,16,0,1,0,,,,,,,,,
1,11,0,1,0,,,,,,,,,
1,35,0,0,32000,,,,,,,,,
0,43,0,0,35000,,,,,,,,,
1,16,0,0,0,,,,,,,,,
1,19,0,0,0,,,,,,,,,
0,68,0,0,0,,,,,,,,,
0,43,0,0,43000,,,,,,,,,
1,11,0,0,0,,,,,,,,,
1,20,0,1,5000,,,,,,,,,
1,22,0,1,3000,,,,,,,,,
0,39,0,1,38000,,,,,,,,,
1,36,0,1,28000,,,,,,,,,
0,14,0,1,0,,,,,,,,,
1,37,0,0,17000,,,,,,,,,
1,6,0,0,0,,,,,,,,,
1,42,0,0,15000,,,,,,,,,
0,46,0,0,62000,,,,,,,,,
0,15,0,0,0,,,,,,,,,
0,7,0,0,0,,,,,,,,,
1,24,0,1,25000,,,,,,,,,
0,27,0,1,38000,,,,,,,,,
1,24,1,1,12600,,,,,,,,,
0,25,1,1,33000,,,,,,,,,
1,1,1,1,0,,,,,,,,,
0,53,0,0,39400,,,,,,,,,
1,54,0,0,31200,,,,,,,,,
0,36,0,0,40000,,,,,,,,,
1,27,0,0,9000,,,,,,,,,
0,10,0,0,0,,,,,,,,,
0,2,0,0,0,,,,,,,,,
1,85,0,1,0,,,,,,,,,
0,57,1,0,50000,,,,,,,,,
1,53,0,0,0,,,,,,,,,
0,19,0,0,0,,,,,,,,,
1,28,1,0,16000,,,,,,,,,
1,6,1,0,0,,,,,,,,,
0,1,5,0,0,,,,,,,,,
1,57,1,0,0,,,,,,,,,
1,57,0,1,0,,,,,,,,,
0,59,0,1,42000,,,,,,,,,
1,27,1,1,9240,,,,,,,,,
0,13,1,1,0,,,,,,,,,
1,31,1,1,0,,,,,,,,,
0,50,0,1,26000,,,,,,,,,
1,65,1,0,1000,,,,,,,,,
0,66,1,0,0,,,,,,,,,
1,62,0,0,59000,,,,,,,,,
0,24,0,0,750,,,,,,,,,
0,19,3,1,23000,,,,,,,,,
0,20,3,1,1000,,,,,,,,,
1,43,3,1,22560,,,,,,,,,
0,19,3,1,5600,,,,,,,,,
0,40,3,1,6000,,,,,,,,,
1,43,3,1,16800,,,,,,,,,
1,22,3,1,5460,,,,,,,,,
1,55,0,0,0,,,,,,,,,
0,59,0,0,80000,,,,,,,,,
0,28,0,0,20000,,,,,,,,,
1,23,0,0,6000,,,,,,,,,
0,5,0,0,0,,,,,,,,,
1,3,0,0,0,,,,,,,,,
0,0,0,0,0,,,,,,,,,
1,60,1,1,30000,,,,,,,,,
0,23,0,1,60000,,,,,,,,,
1,21,0,1,2000,,,,,,,,,
1,26,1,1,17000,,,,,,,,,
0,1,1,1,0,,,,,,,,,
1,49,1,1,33000,,,,,,,,,
1,23,0,1,11000,,,,,,,,,
1,24,0,1,11000,,,,,,,,,
1,23,2,1,56000,,,,,,,,,
1,61,5,0,32000,,,,,,,,,
0,64,5,0,13000,,,,,,,,,
1,27,0,1,36400,,,,,,,,,
1,35,0,0,10190,,,,,,,,,
1,22,0,0,10500,,,,,,,,,
0,51,1,1,68000,,,,,,,,,
1,71,1,1,0,,,,,,,,,
0,28,1,1,34000,,,,,,,,,
0,34,1,1,98000,,,,,,,,,
1,26,1,1,0,,,,,,,,,
1,23,1,1,0,,,,,,,,,
0,0,1,1,0,,,,,,,,,
0,39,1,1,32700,,,,,,,,,
0,20,0,0,35000,,,,,,,,,
1,62,0,0,0,,,,,,,,,
0,67,0,0,0,,,,,,,,,
0,43,0,0,0,,,,,,,,,
1,7,0,0,0,,,,,,,,,
0,43,1,1,29000,,,,,,,,,
1,44,1,1,0,,,,,,,,,
1,22,1,1,0,,,,,,,,,
0,36,0,1,97000,,,,,,,,,
1,35,0,1,0,,,,,,,,,
0,1,0,1,0,,,,,,,,,
0,2,0,1,0,,,,,,,,,
0,3,0,1,0,,,,,,,,,
0,33,0,1,20000,,,,,,,,,
1,37,0,1,24960,,,,,,,,,
0,8,0,1,0,,,,,,,,,
0,63,1,1,68000,,,,,,,,,
1,56,1,1,68000,,,,,,,,,
0,72,0,1,27000,,,,,,,,,
1,73,0,1,0,,,,,,,,,
1,58,0,1,50181,,,,,,,,,
0,60,0,1,250000,,,,,,,,,
1,80,1,1,0,,,,,,,,,
0,58,5,0,0,,,,,,,,,
1,76,0,0,0,,,,,,,,,
0,80,1,1,0,,,,,,,,,
1,69,1,1,0,,,,,,,,,
0,68,0,0,30000,,,,,,,,,
1,68,0,0,24000,,,,,,,,,
0,60,0,1,200000,,,,,,,,,
1,57,0,1,40000,,,,,,,,,
1,60,1,0,0,,,,,,,,,
0,73,1,0,0,,,,,,,,,
0,30,1,0,18000,,,,,,,,,
0,37,1,0,0,,,,,,,,,
1,40,1,0,0,,,,,,,,,
1,65,1,1,0,,,,,,,,,
0,68,1,1,0,,,,,,,,,
1,8,1,1,0,,,,,,,,,
1,2,1,1,0,,,,,,,,,
0,66,0,0,0,,,,,,,,,
1,58,0,0,39000,,,,,,,,,
0,70,0,0,0,,,,,,,,,
1,68,0,0,0,,,,,,,,,
0,62,1,1,0,,,,,,,,,
1,61,1,1,0,,,,,,,,,
1,47,0,1,0,,,,,,,,,
0,47,0,1,150000,,,,,,,,,
0,18,0,1,4000,,,,,,,,,
1,14,0,1,0,,,,,,,,,
0,10,0,1,0,,,,,,,,,
0,72,0,1,200000,,,,,,,,,
1,72,0,1,200000,,,,,,,,,
0,80,0,1,10000,,,,,,,,,
1,79,0,1,0,,,,,,,,,
0,52,0,0,40000,,,,,,,,,
1,54,0,0,60000,,,,,,,,,
1,18,0,0,125,,,,,,,,,
0,28,0,1,40000,,,,,,,,,
1,31,0,1,36000,,,,,,,,,
1,5,0,1,0,,,,,,,,,
0,62,0,0,0,,,,,,,,,
1,56,0,0,13824,,,,,,,,,
0,20,3,1,35000,,,,,,,,,
1,20,3,1,10500,,,,,,,,,
1,85,1,1,0,,,,,,,,,
0,29,3,0,25000,,,,,,,,,
1,27,3,0,0,,,,,,,,,
1,1,3,0,0,,,,,,,,,
0,67,0,1,50000,,,,,,,,,
1,36,0,0,0,,,,,,,,,
0,14,0,0,0,,,,,,,,,
1,10,0,0,0,,,,,,,,,
1,4,0,0,0,,,,,,,,,
0,65,1,1,0,,,,,,,,,
1,70,1,1,0,,,,,,,,,
0,21,0,0,22880,,,,,,,,,
1,22,0,0,0,,,,,,,,,
1,61,0,1,35000,,,,,,,,,
0,60,0,1,0,,,,,,,,,
1,50,1,1,0,,,,,,,,,
0,17,1,1,0,,,,,,,,,
1,49,0,1,50000,,,,,,,,,
0,16,0,1,0,,,,,,,,,
1,72,0,1,0,,,,,,,,,
0,76,0,1,0,,,,,,,,,
1,41,1,1,28000,,,,,,,,,
0,42,1,1,25000,,,,,,,,,
0,19,1,1,15000,,,,,,,,,
0,17,1,1,0,,,,,,,,,
0,16,1,1,0,,,,,,,,,
0,51,0,0,91000,,,,,,,,,
1,46,0,0,52000,,,,,,,,,
1,14,0,0,0,,,,,,,,,
1,31,0,0,12300,,,,,,,,,
1,64,0,1,25000,,,,,,,,,
0,63,0,1,1099999,,,,,,,,,
1,49,0,1,40000,,,,,,,,,
0,53,0,1,100000,,,,,,,,,
0,15,0,1,0,,,,,,,,,
1,13,0,1,0,,,,,,,,,
0,54,1,1,0,,,,,,,,,
1,4,1,1,0,,,,,,,,,
0,50,1,1,34000,,,,,,,,,
1,47,1,1,48500,,,,,,,,,
1,76,0,0,0,,,,,,,,,
0,70,2,1,5400,,,,,,,,,
1,64,2,1,0,,,,,,,,,
1,37,0,0,0,,,,,,,,,
0,48,0,0,0,,,,,,,,,
0,8,0,0,0,,,,,,,,,
0,8,0,0,0,,,,,,,,,
0,9,0,0,0,,,,,,,,,
0,43,1,1,95000,,,,,,,,,
0,45,1,1,42224,,,,,,,,,
1,75,0,0,0,,,,,,,,,
1,78,0,0,0,,,,,,,,,
1,58,2,1,12000,,,,,,,,,
1,15,2,1,0,,,,,,,,,
0,68,0,0,0,,,,,,,,,
1,70,0,0,0,,,,,,,,,
1,45,1,1,0,,,,,,,,,
1,23,1,1,0,,,,,,,,,
